C:\Users\HP\Documents\IMG\center_2021_01_29_18_03_59_948.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_03_59_948.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_03_59_948.jpg,0,0,0,11.90215
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_00_072.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_00_072.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_00_072.jpg,0,0,0,11.62207
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_00_150.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_00_150.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_00_150.jpg,0,0,0,11.36998
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_00_256.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_00_256.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_00_256.jpg,-0.25,0,0,11.66521
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_00_375.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_00_375.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_00_375.jpg,-0.5500001,0,0,11.07295
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_00_501.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_00_501.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_00_501.jpg,-0.8500001,0,0,10.92717
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_00_571.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_00_571.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_00_571.jpg,-1,0,0,10.7108
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_00_683.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_00_683.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_00_683.jpg,-1,0,0,10.52621
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_00_804.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_00_804.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_00_804.jpg,0,0,0,10.22644
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_00_920.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_00_920.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_00_920.jpg,0,0,0,10.00436
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_01_005.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_01_005.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_01_005.jpg,0,0,0,9.920949
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_01_105.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_01_105.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_01_105.jpg,0,0.298521,0,10.06817
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_01_224.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_01_224.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_01_224.jpg,0,0.6542841,0,10.74814
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_01_293.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_01_293.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_01_293.jpg,0,0.8589561,0,11.56349
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_01_366.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_01_366.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_01_366.jpg,0,1,0,11.88161
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_01_470.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_01_470.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_01_470.jpg,0,1,0,13.40825
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_01_541.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_01_541.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_01_541.jpg,0,1,0,14.13964
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_01_671.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_01_671.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_01_671.jpg,0,1,0,15.49632
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_01_772.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_01_772.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_01_772.jpg,0,1,0,16.63055
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_01_841.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_01_841.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_01_841.jpg,0,1,0,17.21301
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_01_956.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_01_956.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_01_956.jpg,0,1,0,18.47617
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_02_040.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_02_040.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_02_040.jpg,0,1,0,19.30107
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_02_134.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_02_134.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_02_134.jpg,0,1,0,20.31909
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_02_204.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_02_204.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_02_204.jpg,0,1,0,20.92371
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_02_317.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_02_317.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_02_317.jpg,0,1,0,22.12282
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_02_434.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_02_434.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_02_434.jpg,0,1,0,23.30458
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_02_554.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_02_554.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_02_554.jpg,0,1,0,24.47199
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_02_668.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_02_668.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_02_668.jpg,0,1,0,25.43413
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_02_787.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_02_787.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_02_787.jpg,-0.15,1,0,26.56713
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_02_903.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_02_903.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_02_903.jpg,-0.45,0.6525307,0,27.25586
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_03_023.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_03_023.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_03_023.jpg,-0.7500002,0.2928711,0,27.21865
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_03_092.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_03_092.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_03_092.jpg,0,0.08406633,0,27.04268
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_03_201.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_03_201.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_03_201.jpg,0,0,0,26.7723
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_03_323.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_03_323.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_03_323.jpg,0,0,0,26.4465
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_03_452.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_03_452.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_03_452.jpg,0,0,0,26.07491
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_03_567.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_03_567.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_03_567.jpg,0,0,0,25.81263
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_03_689.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_03_689.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_03_689.jpg,0,0,0,25.50187
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_03_756.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_03_756.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_03_756.jpg,0,0,0,25.29727
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_03_872.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_03_872.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_03_872.jpg,0,0,0,24.99244
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_03_994.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_03_994.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_03_994.jpg,0,0.1644282,0,24.78002
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_04_119.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_04_119.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_04_119.jpg,0,0,0,24.51012
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_04_200.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_04_200.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_04_200.jpg,0,0,0,24.31579
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_04_301.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_04_301.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_04_301.jpg,0,0,0,24.07295
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_04_422.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_04_422.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_04_422.jpg,-0.15,0,0,23.77448
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_04_550.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_04_550.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_04_550.jpg,-0.5000001,0,0,23.28388
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_04_667.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_04_667.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_04_667.jpg,-0.7500002,0,0,22.80433
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_04_736.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_04_736.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_04_736.jpg,0,0,0,22.54357
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_04_860.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_04_860.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_04_860.jpg,0,0,0,22.25193
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_04_983.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_04_983.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_04_983.jpg,0,0,0,21.98305
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_05_104.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_05_104.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_05_104.jpg,0,0,0,21.71908
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_05_231.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_05_231.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_05_231.jpg,0,0,0,21.42425
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_05_349.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_05_349.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_05_349.jpg,0,0,0,21.16652
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_05_471.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_05_471.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_05_471.jpg,0,0,0,20.91262
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_05_615.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_05_615.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_05_615.jpg,-0.2,0,0,20.58824
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_05_719.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_05_719.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_05_719.jpg,0,0,0,20.37337
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_05_786.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_05_786.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_05_786.jpg,0,0,0,20.18776
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_05_905.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_05_905.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_05_905.jpg,0,0,0,19.88936
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_06_033.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_06_033.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_06_033.jpg,0,0,0,19.82142
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_06_152.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_06_152.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_06_152.jpg,0,0,0,19.62029
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_06_274.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_06_274.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_06_274.jpg,0,0,0,19.40357
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_06_401.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_06_401.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_06_401.jpg,-0.3,0,0,19.13706
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_06_528.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_06_528.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_06_528.jpg,-0.6000001,0,0,18.74643
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_06_654.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_06_654.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_06_654.jpg,-0.9500002,0,0,17.75487
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_06_771.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_06_771.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_06_771.jpg,0,0,0,17.39345
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_06_903.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_06_903.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_06_903.jpg,0,0,0,17.11165
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_06_975.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_06_975.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_06_975.jpg,0,0,0,16.95957
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_07_106.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_07_106.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_07_106.jpg,0,0,0,16.74409
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_07_169.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_07_169.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_07_169.jpg,0,0,0,17.17888
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_07_296.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_07_296.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_07_296.jpg,0,0,0,16.97564
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_07_363.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_07_363.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_07_363.jpg,0,0,0,16.84192
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_07_491.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_07_491.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_07_491.jpg,0,0.4053183,0,16.6009
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_07_621.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_07_621.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_07_621.jpg,0,0.7959787,0,17.52175
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_07_748.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_07_748.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_07_748.jpg,0,1,0,18.74727
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_07_831.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_07_831.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_07_831.jpg,0,1,0,19.90672
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_07_940.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_07_940.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_07_940.jpg,0,1,0,20.81738
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_08_071.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_08_071.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_08_071.jpg,0,1,0,22.27508
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_08_215.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_08_215.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_08_215.jpg,0,1,0,23.62788
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_08_332.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_08_332.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_08_332.jpg,0,0.6488803,0,24.4189
C:\Users\HP\Documents\IMG\center_2021_01_29_18_04_08_455.jpg,C:\Users\HP\Documents\IMG\left_2021_01_29_18_04_08_455.jpg,C:\Users\HP\Documents\IMG\right_2021_01_29_18_04_08_455.jpg,0,0.2802217,0,24.73605
